Title,URL,Snippet,Date Published,Content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iraq War | Summary, Causes, Dates, Combatants, Casualties, & Facts ...",https://www.britannica.com/event/Iraq-War,"Iraq War, (2003–11), conflict in Iraq that consisted of two phases. The first of these was a brief, conventionally fought war in March–April 2003, in which a combined force of troops from the United States and Great Britain (with smaller contingents from several other countries) invaded Iraq and rapidly defeated Iraqi military and paramilitary forces.",2024-08-09T00:00:00.0000000,"Our editors will review what you’ve submitted and determine whether to revise the article. Our editors will review what you’ve submitted and determine whether to revise the article. U.S. President George W. Bush argued that the vulnerability of the United States following the September 11 attacks of 2001, combined with Iraq’s alleged continued possession and manufacture of weapons of mass destruction and its support for terrorist groups, including al-Qaeda, justified the U.S.'s war with Iraq. The Iraq War, also called the Second Persian Gulf War, began on March 20, 2003. U.S. President George W. Bush argued for launching a military attack on Iraq. On March 17, 2003, Bush declared an end to diplomacy and issued an ultimatum to Saddam Hussein, giving the Iraqi president 48 hours to leave Iraq. Saddam refused, and the U.S. attacked on March 20. The U.S. military formally declared the end of the Iraq War in a ceremony in Baghdad on December 15, 2011, as U.S. troops prepared to withdraw from the country. Iraq War,  (2003–11), conflict in Iraq that consisted of two phases. The first of these was a brief, conventionally fought war in March–April 2003, in which a combined force of troops from the United States and Great Britain (with smaller contingents from several other countries) invaded Iraq and rapidly defeated Iraqi military and paramilitary forces. It was followed by a longer second phase in which a U.S.-led occupation of Iraq was opposed by an insurgency. After violence began to decline in 2007, the United States gradually reduced its military presence in Iraq, formally completing its withdrawal in December 2011. American military casualties in the conflict included some 4,500 service members killed and some 32,000 others wounded. (Read Britannica’s interview with Jimmy Carter on the Iraq War and world affairs.) Iraq’s invasion of Kuwait in 1990 ended in Iraq’s defeat by a U.S.-led coalition in the Persian Gulf War (1990–91). However, the Iraqi branch of the Baʿath Party, headed by Saddam Hussein, managed to retain power by harshly suppressing uprisings of the country’s minority Kurds and its majority Shiʿi Arabs. To stem the exodus of Kurds from Iraq, the allies established a “safe haven” in northern Iraq’s predominantly Kurdish regions, and allied warplanes patrolled “no-fly” zones in northern and southern Iraq that were off-limits to Iraqi aircraft. Moreover, to restrain future Iraqi aggression, the United Nations (UN) implemented economic sanctions against Iraq in order to, among other things, hinder the progress of its most lethal arms programs, including those for the development of nuclear, biological, and chemical weapons. (See weapon of mass destruction.) UN inspections during the mid-1990s uncovered a variety of proscribed weapons and prohibited technology throughout Iraq. That country’s continued flouting of the UN weapons ban and its repeated interference with the inspections frustrated the international community and led U.S. Pres. Bill Clinton in 1998 to order the bombing of several Iraqi military installations (code-named Operation Desert Fox). After the bombing, however, Iraq refused to allow inspectors to reenter the country, and during the next several years the economic sanctions slowly began to erode as neighboring countries sought to reopen trade with Iraq. In 2002 the new U.S. president, George W. Bush, argued that the vulnerability of the United States following the September 11 attacks of 2001, combined with Iraq’s alleged continued possession and manufacture of weapons of mass destruction (an accusation that was later proved erroneous) and its support for terrorist groups—which, according to the Bush administration, included al-Qaeda, the perpetrators of the September 11 attacks—made disarming Iraq a renewed priority. UN Security Council Resolution 1441, passed on November 8, 2002, demanded that Iraq readmit inspectors and that it comply with all previous resolutions. Iraq appeared to comply with the resolution, but in early 2003 President Bush and British Prime Minister Tony Blair declared that Iraq was actually continuing to hinder UN inspections and that it still retained proscribed weapons. Other world leaders, such as French Pres. Jacques Chirac and German Chancellor Gerhard Schröder, citing what they believed to be increased Iraqi cooperation, sought to extend inspections and give Iraq more time to comply with them. However, on March 17, seeking no further UN resolutions and deeming further diplomatic efforts by the Security Council futile, Bush declared an end to diplomacy and issued an ultimatum to Saddam, giving the Iraqi president 48 hours to leave Iraq. The leaders of France, Germany, Russia, and other countries objected to this buildup toward war. When Saddam refused to leave Iraq, U.S. and allied forces launched an attack on the morning of March 20; it began when U.S. aircraft dropped several precision-guided bombs on a bunker complex in which the Iraqi president was believed to be meeting with senior staff. This was followed by a series of air strikes directed against government and military installations, and within days U.S. forces had invaded Iraq from Kuwait in the south (U.S. Special Forces had previously been deployed to Kurdish-controlled areas in the north). Despite fears that Iraqi forces would engage in a scorched-earth policy—destroying bridges and dams and setting fire to Iraq’s southern oil wells—little damage was done by retreating Iraqi forces; in fact, large numbers of Iraqi troops simply chose not to resist the advance of coalition forces. In southern Iraq the greatest resistance to U.S. forces as they advanced northward was from irregular groups of Baʿath Party supporters, known as Saddam’s Fedayeen. British forces—which had deployed around the southern city of Basra—faced similar resistance from paramilitary and irregular fighters. In central Iraq units of the Republican Guard—a heavily armed paramilitary group connected with the ruling party—were deployed to defend the capital of Baghdad. As U.S. Army and Marine forces advanced northwestward up the Tigris-Euphrates river valley, they bypassed many populated areas where Fedayeen resistance was strongest and were slowed only on March 25 when inclement weather and an extended supply line briefly forced them to halt their advance within 60 miles (95 km) of Baghdad. During the pause, U.S. aircraft inflicted heavy damage on Republican Guard units around the capital. U.S. forces resumed their advance within a week, and on April 4 they took control of Baghdad’s international airport. Iraqi resistance, though at times vigorous, was highly disorganized, and over the next several days army and Marine Corps units staged raids into the heart of the city. On April 9 resistance in Baghdad collapsed, and U.S. soldiers took control of the city. On that same day Basra was finally secured by British forces, which had entered the city several days earlier. In the north, however, plans to open up another major front had been frustrated when the Turkish government refused to allow mechanized and armored U.S. Army units to pass through Turkey to deploy in northern Iraq. Regardless, a regiment of American paratroopers did drop into the area, and U.S. Special Forces soldiers joined with Kurdish peshmerga fighters to seize the northern cities of Kirkuk on April 10 and Mosul on April 11. Saddam’s hometown of Tikrīt, the last major stronghold of the regime, fell with little resistance on April 13. Isolated groups of regime loyalists continued to fight on subsequent days, but the U.S. president declared an end to major combat on May 1. Iraqi leaders fled into hiding and were the object of an intense search by U.S. forces. Saddam Hussein was captured on December 13, 2003, five months after his two sons, Uday and Qusay Hussein, who were central figures in their father’s brutal 24-year rule, had been killed in a shoot-out with American troops after the brothers had been found hiding in a private residence. Saddam was subsequently convicted of crimes against humanity and was executed on December 30, 2006.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Troops in Iraq Are Wounded in Rocket Attack on Air Base,https://www.nytimes.com/2024/08/05/world/middleeast/iraq-us-troops-iran-attack.html,"Aug. 5, 2024. A rocket attack targeting U.S. personnel housed at a base in Iraq’s western desert injured several American troops late on Monday, according to U.S. defense officials. The attack ...",2024-08-05T00:00:00.0000000,Please enable JS and disable any ad blocker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf War - Wikipedia,https://en.wikipedia.org/wiki/Gulf_War,"t. e. The Gulf War was an armed conflict between Iraq and a 42-country coalition led by the United States. The coalition's efforts against Iraq were carried out in two key phases: Operation Desert Shield, which marked the military buildup from August 1990 to January 1991; and Operation Desert Storm, which began with the aerial bombing campaign ...",2024-08-15T00:00:00.0000000,"
 Coalition:292 killed (147 killed by enemy action, 145 non-hostile deaths)776 wounded[5] (467 wounded in action)31 tanks destroyed/disabled[6][7][8][9][10][11][12][13]28 Bradley IFVs destroyed/damaged[14][15]1 M113 APC destroyed2 British Warrior APCs destroyed1 artillery piece destroyed75 aircraft destroyed[citation needed]Kuwait:420 killed
12,000 captured
≈200 tanks destroyed/captured
850+ other armored vehicles destroyed/captured
57 aircraft lost
 US policy regarding media freedom was much more restrictive than in the Vietnam War.[341] The policy had been spelled out in a Pentagon document entitled Annex Foxtrot. Most of the press information came from briefings organized by the military. Only selected journalists were allowed to visit the front lines or conduct interviews with soldiers. Those visits were always conducted in the presence of officers, and were subject to both prior approval by the military and censorship afterward. This was ostensibly to protect sensitive information from being revealed to Iraq. This policy was heavily influenced by the military's experience with the Vietnam War, in which public opposition within the US grew throughout the war's course. It was not only the limitation of information in the Middle East; media were also restricting what was shown about the war with more graphic depictions like Ken Jarecke's image of a burnt Iraqi soldier being pulled from the American AP wire whereas in Europe it was given extensive coverage.[342][343][344],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Two BBC journalists, John Simpson and Bob Simpson (no relation)," defied their editors and remained in Baghdad to report on the war's progress. They were responsible for a report which included an """"infamous cruise missile that travelled down a street and turned left at a traffic light.""""[345]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Alternative media outlets provided views opposing the war.[346][347][348] Deep Dish Television compiled segments from independent producers in the US and abroad, and produced a 10-hour series that was distributed internationally, called The Gulf Crisis TV Project.[349] The series' first program War, Oil and Power[350] was compiled and released in 1990, before the war broke out. News World Order was the title of another program in the series; it focused on the media's complicity in promoting the war, as well as Americans' reactions to the media coverage.[351],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Media watchdog group Fairness and Accuracy in Reporting (FAIR) critically analyzed media coverage during the war in various articles and books, such as the 1991 Gulf War Coverage: The Worst Censorship was at Home.[352],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Precision-guided munitions were heralded as key in allowing military strikes to be made with a minimum of civilian casualties compared to previous wars, although they were not used as often as more traditional, less accurate bombs. Specific buildings in downtown Baghdad could be bombed while journalists in their hotels watched cruise missiles fly by.[citation needed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Precision-guided munitions amounted to approximately 7.4% of all bombs dropped by the coalition. Other bombs included cluster bombs, which disperse numerous submunitions,[353] and daisy cutters,15,000-pound bombs which can disintegrate everything within hundreds of yards.[citation needed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Global Positioning System (GPS) units were relatively new at the time and were important in enabling coalition units to easily navigate across the desert. Since military GPS receivers were not available for most troops, many used commercially available units. To permit these to be used to best effect," the """"selective availability"""" feature of the GPS system was turned off for the duration of Desert Storm", allowing these commercial receivers to provide the same precision as the military equipment.[354],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Airborne Warning and Control System (AWACS) and satellite communication systems were also important. Two examples of this are the US Navy's Grumman E-2 Hawkeye and the US Air Force's Boeing E-3 Sentry. Both were used in command and control area of operations. These systems provided essential communications links between air, ground, and naval forces. It is one of several reasons coalition forces dominated the air war.[citation needed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 American-made color photocopiers were used to produce some of Iraq's battle plans. Some of the copiers contained concealed high-tech transmitters that revealed their positions to American electronic warfare aircraft, leading to more precise bombings.[355],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 The role of Iraq's Scud missiles featured prominently in the war. Scud is a tactical ballistic missile that the Soviet Union developed and deployed among the forward deployed Soviet Army divisions in East Germany.[citation needed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Scud missiles utilize inertial guidance which operates for the duration that the engines operate. Iraq used Scud missiles, launching them into both Saudi Arabia and Israel. Some missiles caused extensive casualties, while others caused little damage.[citation needed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 The US Patriot missile was used in combat for the first time. The US military claimed a high effectiveness against Scuds at the time, but later analysis gives figures as low as 9%, with 45% of the 158 Patriot launches being against debris or false targets.[356] The Dutch Ministry of Defense, which also sent Patriot missiles to protect civilians in Israel and Turkey, later disputed the higher claim.[143] Further, there is at least one incident of a software error causing a Patriot missile's failure to engage an incoming Scud," resulting in deaths.[357] Both the US Army and the missile manufacturers maintained the Patriot delivered a """"miracle performance"""" in the Gulf War.[356]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 The Gulf War has been the subject of several video games including Conflict: Desert Storm, Conflict: Desert Storm II, Gulf War: Operation Desert Hammer, and Call of Duty: Black Ops 6. There have also been numerous depictions in film including Jarhead (2005), which is based on US Marine Anthony Swofford's 2003 memoir of the same name.[358] The 2016 Bollywood movie Airlift is based on Operation Ganga, the evacuation of Indian citizens stranded in Kuwait during the Gulf War.[359],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Iraq War - Occupation", Insurgency," Sectarianism | Britannica""",https://www.britannica.com/event/Iraq-War/Occupation-and-continued-warfare,"Iraq War - Occupation, Insurgency, Sectarianism: After the collapse of the Ba'athist regime, there was looting, outbreaks of violence, and full-scale guerrilla warfare. Sectarian violence was carried out by rival Shiʿi and Sunni militias. Abuse of Iraqis at Abu Ghraib prison damaged world opinion of the United States. The Iraq Study Group, the Hutton Inquiry, and the Butler Review issued ...",2024-08-09T00:00:00.0000000,"Our editors will review what you’ve submitted and determine whether to revise the article. Our editors will review what you’ve submitted and determine whether to revise the article. Following the collapse of the Baʿathist regime, Iraq’s major cities erupted in a wave of looting that was directed mostly at government offices and other public institutions, and there were severe outbreaks of violence—both common criminal violence and acts of reprisal against the former ruling clique. Restoring law and order was one of the most arduous tasks for the occupying forces, one that was exacerbated by continued attacks against occupying troops that soon developed into full-scale guerrilla warfare; increasingly, the conflict came to be identified as a civil war, although the Bush administration generally avoided using that term and instead preferred the label “sectarian violence.” Coalition casualties had been light in the initial 2003 combat, with about 150 deaths by May 1. However, deaths of U.S. troops soared thereafter, reaching some 1,000 by the time of the U.S. presidential election in November 2004 and surpassing 3,000 in early 2007; the first and secondbattles of Fallujah were especially intense. In addition, several hundred soldiers from other coalition countries have been killed. The number of Iraqis who died during the conflict is uncertain. One estimate made in late 2006 put the total at more than 650,000 between the U.S.-led invasion and October 2006, but many other reported estimates put the figures for the same period at about 40,000 to 50,000. After 35 years of Baʿathist rule that included three major wars and a dozen years of economic sanctions, the economy was in shambles and only slowly began to recover. Moreover, the country remained saddled with a ponderous debt that vastly exceeded its annual gross domestic product, and oil production—the country’s single greatest source of revenue—was badly hobbled. The continuing guerrilla assaults on occupying forces and leaders of the new Iraqi government in the years after the war only compounded the difficulty of rebuilding Iraq. In the Shiʿi regions of southern Iraq, many of the local religious leaders (ayatollahs) who had fled Saddam’s regime returned to the country, and Shiʿis from throughout the world were able to resume the pilgrimage to the holy cities of Najaf and Karbala that had been banned under Saddam. Throughout the country Iraqis began the painful task of seeking loved ones who had fallen victim to the former regime; mass graves, the result of numerous government pogroms over the years, yielded thousands of victims. The sectarian violence that engulfed the country caused enormous chaos, with brutal killings by rival Shiʿi and Sunni militias. One such Shiʿi militia group, the Mahdi Army, formed by cleric Muqtadā al-Ṣadr in the summer of 2003, was particularly deadly in its battle against Sunnis and U.S. and Iraqi forces and was considered a major destabilizing force in the country. Unlike the common consent reached in the Persian Gulf War, no broad coalition was assembled to remove Saddam and his Baʿath Party from power. Although some European leaders voiced their conditional support for the war and none regretted the end of the violent Baʿathist regime, public opinion in Europe and the Middle East was overwhelmingly against the war. Many in the Middle East saw it as a new brand of anti-Arab and anti-Islamic imperialism, and most Arab leaders decried the occupation of a fellow Arab country by foreign troops. Reaction to the war was mixed in the United States. Though several antiwar protests occurred in American cities in the lead-up to the invasion, many opinion polls showed considerable support for military action against Iraq before and during the war. Surprisingly, American opinions on the war sometimes crossed traditional party lines and doctrinal affiliation, with many to the right of the avowedly conservative Bush seeing the war as an act of reckless internationalism and some to the political left—appalled by the Baʿathist regime’s brutal human rights violations and its consistent aggression—giving grudging support to military action. As violence continued and casualties mounted, however, more Americans (including some who had initially supported the war) began to criticize the Bush administration for what they perceived to be the mishandling of the occupation of Iraq. The appearance in the news of photographs of U.S. soldiers abusing Iraqis at Abu Ghraib prison west of Baghdad—a facility notorious for brutality under the Baʿath regime—further damaged world opinion of the United States. In addition, a U.S. bipartisan commission formed to investigate the September 11 attacks reported in July 2004 that there was no evidence of a “collaborative operational relationship” between the Baʿathist government and al-Qaeda—a direct contradiction to one of the U.S. government’s main justifications for the war. Bush’s prewar claims, the failure of U.S. intelligence services to correctly gauge Iraq’s weapon-making capacity, and the failure to find any weapons of mass destruction—the Bush administration’s primary rationale for going to war—became major political debating points. The war was a central issue in the 2004 U.S. presidential election, which Bush only narrowly won. Opposition to the war continued to increase over the next several years; soon only a dwindling minority of Americans believed that the initial decision to go to war in 2003 was the right one, and an even smaller number still supported the administration’s handling of the situation in Iraq. In late 2006 the Iraq Study Group, an independent bipartisan panel cochaired by former U.S. secretary of state James A. Baker III and former U.S. congressman Lee Hamilton, issued a report that found the situation in Iraq to be “grave and deteriorating.” The report advocated regionwide diplomatic efforts to resolve the conflict and called for the U.S. military role to evolve into one that provided diminishing support for an Iraqi government that the report challenged to assume more responsibility for the country’s security. The lead-up to and conduct of the war were also the subjects of controversy in Britain and the focus of parliamentary inquiries. The so-called Hutton Inquiry of 2003–04 cleared the Blair government of accusations of having “sexed up” intelligence related to the imminent threat posed by Iraq. However, the Butler Review of 2004 was critical of the prewar role of the British intelligence service, especially of unreliable information that was used as a pretext for British involvement. An even more comprehensive inquiry that was launched in late 2009 had by early 2010 come to include allegations that cuts to the military budget prior to the war had left British troops in Iraq vulnerable, setting the stage for testimony by Blair and his successor as prime minister, Gordon Brown.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq postpones plans for US troop withdrawal amid regional tensions,https://edition.cnn.com/2024/08/15/middleeast/iraq-operation-inherent-resolve-end-intl-latam/index.html,"US soldiers during a handover ceremony of Taji military base from US-led coalition troops to Iraqi security forces, in the base north of Baghdad, Iraq August 23, 2020.",2024-08-15T19:50:00.0000000,"
            Iraq has postponed announcing an end-date for the US-led military coalition’s presence in the country due to “recent developments,” raising questions about the future of US military presence in the Gulf state amid heightened tension in the region.
     
            Iraq’s Higher Military Commission had aimed to propose an end date for Operation Inherent Resolve, the US military operation combatting terror group ISIS.
     
            “We were very close to announcing this agreement, but due to recent developments, the announcement of the end of the international coalition’s military mission in Iraq was postponed,” a statement by Iraq’s foreign ministry said Thursday, without giving further details on what the “recent developments.”
     
            Tensions are mounting in the region as Israel and the United States brace for a potential Iranian attack on Israel to avenge the killing of Hamas’ political leader Ismail Haniyeh in Tehran last month. Iran blames the assassination on Israel, which has not confirmed or denied responsibility.
     
            Iran-backed militias in Iraq are pressuring the Shia-led government to end the US troop’s presence in Iraq.
     
            Several powerful militias in Iraq have stepped up attacks on US sites in the country since October 7, saying in support of people in the Gaza Strip, where they view the US administration as one of Israel’s main allies. In response, the US has launched retaliatory airstrikes inside Iraq targeting the groups.
     
            The US has roughly 2,500 troops currently in Iraq who have been operating there in an “advise and assist” capacity since December 2021, when the US military announced the end of its combat role in the country.
     
This is a developing story and will be updated.
 © 2024 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As U.S.-Iran Conflict Builds, Iraq Is Caught in Middle - The New York Times",https://www.nytimes.com/2024/07/30/world/middleeast/us-iran-iraq.html,"The United States and Iran are at odds over the Gaza war as well as proposals for an American troop withdrawal from Iraq. Members of the Popular Mobilization Forces, a mostly Shiite militia group ...",2024-07-30T00:00:00.0000000,Please enable JS and disable any ad blocker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
